type,material_a,material_b,i,j,sample_i,sample_j,mean_distance,max_distance,png
Al_board-Al_board,Al_board,Al_board,8,13,165,200,0.0104398593416607,0.04241611762521565,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_08_id165_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,8,14,165,98,0.012466447555313582,0.039656781657866146,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_08_id165_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,9,10,251,75,0.014247960386196188,0.036178894567865515,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_09_id251_vs_Al_board_10_id75.png
Al_board-Al_board,Al_board,Al_board,9,11,251,48,0.013196902696904381,0.03899582032217036,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_09_id251_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,9,12,251,16,0.013008928995861412,0.04035082586956769,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_09_id251_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,9,13,251,200,0.012025029696145495,0.030155124523727858,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_09_id251_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,9,14,251,98,0.012856918103606611,0.03378042271635259,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_09_id251_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,10,11,75,48,0.01895003327149545,0.043211263635318214,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_10_id75_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,10,12,75,16,0.011659779480476315,0.028198447744439956,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_10_id75_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,10,13,75,200,0.01656057272021255,0.04042896813681703,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_10_id75_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,10,14,75,98,0.016910443563698627,0.03721579526820244,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_10_id75_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,11,12,48,16,0.017823933006206143,0.04404677872564685,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_11_id48_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,11,13,48,200,0.01377058780833438,0.03928497689557759,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_11_id48_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,11,14,48,98,0.014104534724713447,0.04090837777608934,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_11_id48_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,12,13,16,200,0.014910115487484474,0.04641017036792295,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_12_id16_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,12,14,16,98,0.014141326982691344,0.03906062614333734,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_12_id16_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,13,14,200,98,0.012667956549747426,0.03917157041277596,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_13_id200_vs_Al_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,0,0,227,227,0.010634964925255584,0.02263322338297457,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,0,1,227,140,0.01131130233470404,0.029262689875866315,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,0,2,227,224,0.010296867327910882,0.024822421489549974,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,0,3,227,310,0.012323961957089513,0.023802992344422458,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,0,4,227,180,0.010636485476556129,0.02458537459318047,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,0,5,227,62,0.010717360357638891,0.028444045424852894,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,0,6,227,266,0.008851454408419022,0.019924195318663285,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,0,7,227,197,0.009704463872833176,0.02471635649368733,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,0,8,227,165,0.010752761102162308,0.027355934254806036,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,0,9,227,251,0.010783237960866736,0.02176543347494672,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,0,10,227,75,0.011068972289943536,0.028152289293622006,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_10_id75.png
Al_board-wood_board,Al_board,wood_board,0,11,227,48,0.010739167981179076,0.036927490269045966,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,0,12,227,16,0.009851066612038845,0.029223515537455745,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,0,13,227,200,0.01003733002796888,0.024134024480772488,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,0,14,227,98,0.01103681708868932,0.032859107194512134,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_00_id227_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,1,0,140,227,0.010081341351250607,0.02166572862630732,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,1,1,140,140,0.011594805346092241,0.023259062201279185,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,1,2,140,224,0.009504131894655118,0.018448601063681607,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,1,3,140,310,0.012702621197389989,0.021846209488929944,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,1,4,140,180,0.011016495362654824,0.022481099817172095,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,1,5,140,62,0.009719716193110241,0.020454820640931935,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,1,6,140,266,0.009397590267469752,0.026111771532574612,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,1,7,140,197,0.01063675762922413,0.029980146943404104,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,1,8,140,165,0.009712039347309517,0.027730135896297893,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,1,9,140,251,0.012131038827497553,0.02614939985339319,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,1,10,140,75,0.00950633059021578,0.030078470851789114,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_10_id75.png
Al_board-wood_board,Al_board,wood_board,1,11,140,48,0.009737316586619886,0.030815776263944952,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,1,12,140,16,0.010456437563004153,0.0262973820242349,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,1,13,140,200,0.011646360568666362,0.030517112174161875,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,1,14,140,98,0.010000722291187508,0.02632261982595894,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_01_id140_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,2,0,224,227,0.01175611403127038,0.024091569271993022,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_02_id224_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,2,1,224,140,0.014396987269987446,0.028724715143148883,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_02_id224_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,2,2,224,224,0.012574974368145172,0.024420371417985136,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_02_id224_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,2,3,224,310,0.015004399483206605,0.030091297920019206,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_02_id224_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,2,4,224,180,0.01445933257995132,0.028147973846945396,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_02_id224_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,2,5,224,62,0.011256851613301986,0.02878176785391833,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_02_id224_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,2,6,224,266,0.01344952112472405,0.029055102484241587,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_02_id224_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,2,7,224,197,0.012198867729042096,0.02103818331456432,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_02_id224_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,2,8,224,165,0.011104523137255332,0.027437473637200453,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_02_id224_vs_wood_board_08_id165.png
